Latitude (decimal degrees):	54.3285
Longitude (decimal degrees):	-5.7178
Source:	Open-Meteo Historical Weather API (ERA5/ECMWF)
Location:	Down

time,temperature_2m
20250731:2230,12.2
20250731:2300,12.1
20250731:2330,12.0
20250801:0000,11.9
20250801:0030,12.1
20250801:0100,12.3
20250801:0130,12.2
20250801:0200,12.1
20250801:0230,12.0
20250801:0300,11.9
20250801:0330,11.9
20250801:0400,11.9
20250801:0430,12.0
20250801:0500,12.1
20250801:0530,12.2
20250801:0600,12.4
20250801:0630,12.9
20250801:0700,13.4
20250801:0730,13.8
20250801:0800,14.2
20250801:0830,14.5
20250801:0900,14.8
20250801:0930,15.2
20250801:1000,15.6
20250801:1030,16.0
20250801:1100,16.4
20250801:1130,16.6
20250801:1200,16.8
20250801:1230,16.9
20250801:1300,17.0
20250801:1330,17.1
20250801:1400,17.1
20250801:1430,17.1
20250801:1500,17.2
20250801:1530,17.2
20250801:1600,17.3
20250801:1630,17.1
20250801:1700,16.9
20250801:1730,16.7
20250801:1800,16.5
20250801:1830,16.1
20250801:1900,15.6
20250801:1930,14.9
20250801:2000,14.3
20250801:2030,13.6
20250801:2100,12.9
20250801:2130,12.6
20250801:2200,12.2
20250801:2230,11.9
20250801:2300,11.6
20250801:2330,11.5
20250802:0000,11.4
20250802:0030,11.4
20250802:0100,11.4
20250802:0130,11.2
20250802:0200,11.1
20250802:0230,10.9
20250802:0300,10.7
20250802:0330,10.6
20250802:0400,10.4
20250802:0430,10.4
20250802:0500,10.4
20250802:0530,11.1
20250802:0600,11.8
20250802:0630,12.4
20250802:0700,13.1
20250802:0730,13.7
20250802:0800,14.3
20250802:0830,14.8
20250802:0900,15.3
20250802:0930,15.7
20250802:1000,16.1
20250802:1030,16.6
20250802:1100,17.0
20250802:1130,17.6
20250802:1200,18.1
20250802:1230,18.6
20250802:1300,19.1
20250802:1330,19.2
20250802:1400,19.4
20250802:1430,19.1
20250802:1500,18.8
20250802:1530,18.9
20250802:1600,19.0
20250802:1630,19.1
20250802:1700,19.2
20250802:1730,18.6
20250802:1800,18.1
20250802:1830,17.8
20250802:1900,17.5
20250802:1930,17.4
20250802:2000,17.2
20250802:2030,16.9
20250802:2100,16.6
20250802:2130,16.5
20250802:2200,16.4
20250802:2230,16.4
20250802:2300,16.5
20250802:2330,16.7
20250803:0000,16.9
20250803:0030,16.9
20250803:0100,17.0
20250803:0130,17.1
20250803:0200,17.1
20250803:0230,17.3
20250803:0300,17.5
20250803:0330,17.5
20250803:0400,17.5
20250803:0430,17.4
20250803:0500,17.4
20250803:0530,17.2
20250803:0600,17.0
20250803:0630,16.9
20250803:0700,16.9
20250803:0730,16.9
20250803:0800,16.9
20250803:0830,16.9
20250803:0900,17.0
20250803:0930,17.5
20250803:1000,18.0
20250803:1030,18.3
20250803:1100,18.6
20250803:1130,18.7
20250803:1200,18.8
20250803:1230,18.9
20250803:1300,19.0
20250803:1330,19.2
20250803:1400,19.4
20250803:1430,18.9
20250803:1500,18.5
20250803:1530,18.4
20250803:1600,18.2
20250803:1630,17.9
20250803:1700,17.5
20250803:1730,17.2
20250803:1800,17.0
20250803:1830,16.7
20250803:1900,16.4
20250803:1930,15.8
20250803:2000,15.2
20250803:2030,14.7
20250803:2100,14.2
20250803:2130,14.3
20250803:2200,14.5
20250803:2230,14.4
20250803:2300,14.4
20250803:2330,14.4
20250804:0000,14.4
20250804:0030,14.2
20250804:0100,14.1
20250804:0130,14.1
20250804:0200,14.1
20250804:0230,14.3
20250804:0300,14.5
20250804:0330,14.9
20250804:0400,15.4
20250804:0430,15.9
20250804:0500,16.4
20250804:0530,16.8
20250804:0600,17.2
20250804:0630,17.4
20250804:0700,17.6
20250804:0730,17.7
20250804:0800,17.8
20250804:0830,17.1
20250804:0900,16.4
20250804:0930,16.5
20250804:1000,16.6
20250804:1030,16.8
20250804:1100,17.0
20250804:1130,17.2
20250804:1200,17.4
20250804:1230,17.2
20250804:1300,17.1
20250804:1330,17.1
20250804:1400,17.0
20250804:1430,16.9
20250804:1500,16.8
20250804:1530,16.6
20250804:1600,16.5
20250804:1630,16.2
20250804:1700,16.0
20250804:1730,15.7
20250804:1800,15.4
20250804:1830,15.1
20250804:1900,14.8
20250804:1930,14.4
20250804:2000,13.9
20250804:2030,13.8
20250804:2100,13.6
20250804:2130,13.3
20250804:2200,13.1
20250804:2230,13.0
20250804:2300,12.9
20250804:2330,12.9
20250805:0000,12.8
20250805:0030,12.7
20250805:0100,12.6
20250805:0130,12.3
20250805:0200,12.0
20250805:0230,11.9
20250805:0300,11.9
20250805:0330,11.9
20250805:0400,11.8
20250805:0430,11.8
20250805:0500,11.8
20250805:0530,12.2
20250805:0600,12.6
20250805:0630,12.9
20250805:0700,13.2
20250805:0730,13.7
20250805:0800,14.2
20250805:0830,14.8
20250805:0900,15.3
20250805:0930,15.7
20250805:1000,16.1
20250805:1030,16.5
20250805:1100,16.8
20250805:1130,17.1
20250805:1200,17.3
20250805:1230,17.1
20250805:1300,17.0
20250805:1330,17.0
20250805:1400,17.0
20250805:1430,17.0
20250805:1500,17.0
20250805:1530,17.1
20250805:1600,17.3
20250805:1630,16.8
20250805:1700,16.2
20250805:1730,16.2
20250805:1800,16.3
20250805:1830,16.1
20250805:1900,15.8
20250805:1930,15.3
20250805:2000,14.8
20250805:2030,14.5
20250805:2100,14.2
20250805:2130,13.9
20250805:2200,13.6
20250805:2230,13.4
20250805:2300,13.2
20250805:2330,13.1
20250806:0000,12.9
20250806:0030,12.7
20250806:0100,12.5
20250806:0130,12.3
20250806:0200,12.2
20250806:0230,12.0
20250806:0300,11.8
20250806:0330,11.7
20250806:0400,11.5
20250806:0430,11.3
20250806:0500,11.2
20250806:0530,11.4
20250806:0600,11.6
20250806:0630,12.3
20250806:0700,13.1
20250806:0730,13.7
20250806:0800,14.3
20250806:0830,14.9
20250806:0900,15.6
20250806:0930,16.2
20250806:1000,16.9
20250806:1030,17.4
20250806:1100,17.9
20250806:1130,18.0
20250806:1200,18.2
20250806:1230,17.6
20250806:1300,17.0
20250806:1330,16.6
20250806:1400,16.2
20250806:1430,16.5
20250806:1500,16.8
20250806:1530,16.9
20250806:1600,16.9
20250806:1630,16.5
20250806:1700,16.2
20250806:1730,16.4
20250806:1800,16.5
20250806:1830,16.2
20250806:1900,16.0
20250806:1930,15.8
20250806:2000,15.6
20250806:2030,15.4
20250806:2100,15.2
20250806:2130,15.1
20250806:2200,15.0
20250806:2230,14.6
20250806:2300,14.1
20250806:2330,14.1
20250807:0000,14.0
20250807:0030,14.2
20250807:0100,14.4
20250807:0130,14.5
20250807:0200,14.6
20250807:0230,14.7
20250807:0300,14.8
20250807:0330,14.9
20250807:0400,15.1
20250807:0430,15.2
20250807:0500,15.4
20250807:0530,15.4
20250807:0600,15.4
20250807:0630,15.3
20250807:0700,15.2
20250807:0730,15.6
20250807:0800,15.9
20250807:0830,16.4
20250807:0900,16.8
20250807:0930,17.2
20250807:1000,17.7
20250807:1030,17.9
20250807:1100,18.2
20250807:1130,18.4
20250807:1200,18.6
20250807:1230,18.6
20250807:1300,18.6
20250807:1330,18.8
20250807:1400,18.9
20250807:1430,18.9
20250807:1500,18.9
20250807:1530,18.5
20250807:1600,18.2
20250807:1630,17.8
20250807:1700,17.3
20250807:1730,17.1
20250807:1800,17.0
20250807:1830,16.6
20250807:1900,16.1
20250807:1930,15.6
20250807:2000,15.1
20250807:2030,14.6
20250807:2100,14.2
20250807:2130,13.6
20250807:2200,13.1
20250807:2230,13.0
20250807:2300,12.9
20250807:2330,12.7
20250808:0000,12.4
20250808:0030,12.2
20250808:0100,12.1
20250808:0130,11.9
20250808:0200,11.8
20250808:0230,11.8
20250808:0300,11.7
20250808:0330,11.8
20250808:0400,11.9
20250808:0430,11.9
20250808:0500,11.9
20250808:0530,12.4
20250808:0600,12.8
20250808:0630,13.4
20250808:0700,13.9
20250808:0730,14.5
20250808:0800,15.1
20250808:0830,15.8
20250808:0900,16.4
20250808:0930,16.9
20250808:1000,17.4
20250808:1030,17.8
20250808:1100,18.1
20250808:1130,18.4
20250808:1200,18.7
20250808:1230,18.9
20250808:1300,19.0
20250808:1330,19.1
20250808:1400,19.1
20250808:1430,19.1
20250808:1500,19.1
20250808:1530,19.1
20250808:1600,19.1
20250808:1630,19.1
20250808:1700,19.0
20250808:1730,18.9
20250808:1800,18.8
20250808:1830,18.3
20250808:1900,17.8
20250808:1930,17.1
20250808:2000,16.5
20250808:2030,16.1
20250808:2100,15.6
20250808:2130,15.2
20250808:2200,14.8
20250808:2230,14.4
20250808:2300,14.1
20250808:2330,13.8
20250809:0000,13.6
20250809:0030,13.5
20250809:0100,13.4
20250809:0130,13.3
20250809:0200,13.2
20250809:0230,13.2
20250809:0300,13.2
20250809:0330,13.3
20250809:0400,13.4
20250809:0430,13.4
20250809:0500,13.5
20250809:0530,13.8
20250809:0600,14.1
20250809:0630,14.4
20250809:0700,14.8
20250809:0730,15.1
20250809:0800,15.3
20250809:0830,15.8
20250809:0900,16.3
20250809:0930,16.7
20250809:1000,17.1
20250809:1030,17.4
20250809:1100,17.6
20250809:1130,17.8
20250809:1200,17.9
20250809:1230,18.2
20250809:1300,18.5
20250809:1330,18.8
20250809:1400,19.1
20250809:1430,19.3
20250809:1500,19.5
20250809:1530,19.3
20250809:1600,19.1
20250809:1630,18.8
20250809:1700,18.5
20250809:1730,18.4
20250809:1800,18.2
20250809:1830,17.6
20250809:1900,17.0
20250809:1930,16.4
20250809:2000,15.9
20250809:2030,15.3
20250809:2100,14.7
20250809:2130,14.3
20250809:2200,13.9
20250809:2230,13.6
20250809:2300,13.2
20250809:2330,12.9
20250810:0000,12.6
20250810:0030,12.1
20250810:0100,11.6
20250810:0130,11.1
20250810:0200,10.6
20250810:0230,10.5
20250810:0300,10.4
20250810:0330,10.2
20250810:0400,10.1
20250810:0430,9.9
20250810:0500,9.8
20250810:0530,10.5
20250810:0600,11.2
20250810:0630,12.1
20250810:0700,13.1
20250810:0730,13.9
20250810:0800,14.8
20250810:0830,15.3
20250810:0900,15.8
20250810:0930,16.1
20250810:1000,16.4
20250810:1030,16.4
20250810:1100,16.4
20250810:1130,16.2
20250810:1200,16.1
20250810:1230,16.5
20250810:1300,16.9
20250810:1330,16.9
20250810:1400,16.9
20250810:1430,17.0
20250810:1500,17.1
20250810:1530,17.2
20250810:1600,17.4
20250810:1630,17.6
20250810:1700,17.9
20250810:1730,17.7
20250810:1800,17.5
20250810:1830,17.4
20250810:1900,17.2
20250810:1930,17.2
20250810:2000,17.2
20250810:2030,17.1
20250810:2100,17.0
20250810:2130,17.0
20250810:2200,17.0
20250810:2230,17.1
20250810:2300,17.2
20250810:2330,17.2
20250811:0000,17.2
20250811:0030,16.9
20250811:0100,16.6
20250811:0130,16.4
20250811:0200,16.2
20250811:0230,16.0
20250811:0300,15.8
20250811:0330,15.7
20250811:0400,15.6
20250811:0430,15.5
20250811:0500,15.4
20250811:0530,15.7
20250811:0600,15.9
20250811:0630,16.1
20250811:0700,16.3
20250811:0730,16.5
20250811:0800,16.6
20250811:0830,16.9
20250811:0900,17.2
20250811:0930,17.9
20250811:1000,18.5
20250811:1030,18.8
20250811:1100,19.1
20250811:1130,18.9
20250811:1200,18.7
20250811:1230,19.0
20250811:1300,19.4
20250811:1330,19.3
20250811:1400,19.2
20250811:1430,19.0
20250811:1500,18.8
20250811:1530,18.4
20250811:1600,18.0
20250811:1630,17.7
20250811:1700,17.4
20250811:1730,17.3
20250811:1800,17.2
20250811:1830,16.9
20250811:1900,16.5
20250811:1930,15.9
20250811:2000,15.4
20250811:2030,15.0
20250811:2100,14.6
20250811:2130,14.3
20250811:2200,14.1
20250811:2230,14.2
20250811:2300,14.3
20250811:2330,14.1
20250812:0000,13.9
20250812:0030,14.2
20250812:0100,14.4
20250812:0130,14.2
20250812:0200,14.1
20250812:0230,14.0
20250812:0300,13.9
20250812:0330,13.9
20250812:0400,14.0
20250812:0430,14.1
20250812:0500,14.2
20250812:0530,14.8
20250812:0600,15.3
20250812:0630,16.1
20250812:0700,16.8
20250812:0730,17.3
20250812:0800,17.8
20250812:0830,18.1
20250812:0900,18.5
20250812:0930,18.9
20250812:1000,19.3
20250812:1030,19.8
20250812:1100,20.2
20250812:1130,20.6
20250812:1200,21.0
20250812:1230,21.6
20250812:1300,22.2
20250812:1330,21.9
20250812:1400,21.5
20250812:1430,21.7
20250812:1500,21.9
20250812:1530,21.5
20250812:1600,21.2
20250812:1630,21.0
20250812:1700,20.9
20250812:1730,20.4
20250812:1800,20.0
20250812:1830,19.5
20250812:1900,19.0
20250812:1930,18.1
20250812:2000,17.3
20250812:2030,17.0
20250812:2100,16.6
20250812:2130,16.4
20250812:2200,16.2
20250812:2230,16.1
20250812:2300,16.1
20250812:2330,16.0
20250813:0000,15.9
20250813:0030,15.7
20250813:0100,15.5
20250813:0130,15.3
20250813:0200,15.2
20250813:0230,15.1
20250813:0300,14.9
20250813:0330,15.0
20250813:0400,15.1
20250813:0430,14.9
20250813:0500,14.8
20250813:0530,15.2
20250813:0600,15.6
20250813:0630,16.3
20250813:0700,17.0
20250813:0730,17.5
20250813:0800,18.0
20250813:0830,18.1
20250813:0900,18.2
20250813:0930,18.8
20250813:1000,19.3
20250813:1030,19.6
20250813:1100,20.0
20250813:1130,19.8
20250813:1200,19.5
20250813:1230,19.4
20250813:1300,19.2
20250813:1330,19.4
20250813:1400,19.5
20250813:1430,19.7
20250813:1500,19.9
20250813:1530,19.8
20250813:1600,19.7
20250813:1630,19.4
20250813:1700,19.1
20250813:1730,18.7
20250813:1800,18.3
20250813:1830,17.9
20250813:1900,17.4
20250813:1930,16.9
20250813:2000,16.5
20250813:2030,16.3
20250813:2100,16.1
20250813:2130,16.0
20250813:2200,15.9
20250813:2230,16.0
20250813:2300,16.1
20250813:2330,16.6
20250814:0000,17.0
20250814:0030,16.9
20250814:0100,16.8
20250814:0130,16.8
20250814:0200,16.8
20250814:0230,16.6
20250814:0300,16.4
20250814:0330,16.2
20250814:0400,16.0
20250814:0430,15.9
20250814:0500,15.9
20250814:0530,16.1
20250814:0600,16.4
20250814:0630,16.8
20250814:0700,17.1
20250814:0730,17.6
20250814:0800,18.0
20250814:0830,18.6
20250814:0900,19.2
20250814:0930,19.5
20250814:1000,19.8
20250814:1030,20.0
20250814:1100,20.2
20250814:1130,20.4
20250814:1200,20.7
20250814:1230,21.0
20250814:1300,21.3
20250814:1330,20.1
20250814:1400,19.0
20250814:1430,19.3
20250814:1500,19.6
20250814:1530,19.4
20250814:1600,19.1
20250814:1630,18.8
20250814:1700,18.5
20250814:1730,18.2
20250814:1800,18.0
20250814:1830,17.5
20250814:1900,17.0
20250814:1930,16.4
20250814:2000,15.8
20250814:2030,15.4
20250814:2100,15.1
20250814:2130,15.0
20250814:2200,14.9
20250814:2230,14.8
20250814:2300,14.6
20250814:2330,15.0
20250815:0000,15.4
20250815:0030,14.9
20250815:0100,14.5
20250815:0130,14.3
20250815:0200,14.1
20250815:0230,13.8
20250815:0300,13.6
20250815:0330,13.4
20250815:0400,13.2
20250815:0430,13.1
20250815:0500,12.9
20250815:0530,13.2
20250815:0600,13.4
20250815:0630,14.2
20250815:0700,14.9
20250815:0730,15.7
20250815:0800,16.5
20250815:0830,17.2
20250815:0900,17.9
20250815:0930,18.4
20250815:1000,19.0
20250815:1030,19.2
20250815:1100,19.5
20250815:1130,19.5
20250815:1200,19.5
20250815:1230,20.2
20250815:1300,20.9
20250815:1330,20.8
20250815:1400,20.6
20250815:1430,20.4
20250815:1500,20.1
20250815:1530,19.9
20250815:1600,19.6
20250815:1630,19.4
20250815:1700,19.2
20250815:1730,19.0
20250815:1800,18.8
20250815:1830,18.6
20250815:1900,18.4
20250815:1930,17.5
20250815:2000,16.6
20250815:2030,16.2
20250815:2100,15.8
20250815:2130,15.4
20250815:2200,15.1
20250815:2230,14.9
20250815:2300,14.7
20250815:2330,14.4
20250816:0000,14.1
20250816:0030,13.8
20250816:0100,13.4
20250816:0130,13.3
20250816:0200,13.2
20250816:0230,13.1
20250816:0300,13.1
20250816:0330,13.1
20250816:0400,13.1
20250816:0430,13.1
20250816:0500,13.0
20250816:0530,13.3
20250816:0600,13.6
20250816:0630,14.5
20250816:0700,15.4
20250816:0730,16.2
20250816:0800,17.0
20250816:0830,17.2
20250816:0900,17.5
20250816:0930,17.9
20250816:1000,18.4
20250816:1030,18.7
20250816:1100,19.0
20250816:1130,19.3
20250816:1200,19.6
20250816:1230,19.5
20250816:1300,19.4
20250816:1330,19.2
20250816:1400,19.0
20250816:1430,18.9
20250816:1500,18.9
20250816:1530,18.9
20250816:1600,19.0
20250816:1630,19.1
20250816:1700,19.2
20250816:1730,19.0
20250816:1800,18.9
20250816:1830,18.4
20250816:1900,18.0
20250816:1930,17.1
20250816:2000,16.2
20250816:2030,15.8
20250816:2100,15.3
20250816:2130,15.1
20250816:2200,14.9
20250816:2230,14.8
20250816:2300,14.6
20250816:2330,14.5
20250817:0000,14.4
20250817:0030,14.5
20250817:0100,14.6
20250817:0130,14.6
20250817:0200,14.6
20250817:0230,14.4
20250817:0300,14.3
20250817:0330,14.2
20250817:0400,14.1
20250817:0430,14.1
20250817:0500,14.2
20250817:0530,14.4
20250817:0600,14.7
20250817:0630,15.2
20250817:0700,15.8
20250817:0730,16.1
20250817:0800,16.4
20250817:0830,16.6
20250817:0900,16.9
20250817:0930,17.1
20250817:1000,17.3
20250817:1030,17.5
20250817:1100,17.6
20250817:1130,17.8
20250817:1200,18.0
20250817:1230,18.4
20250817:1300,18.9
20250817:1330,19.0
20250817:1400,19.1
20250817:1430,19.1
20250817:1500,19.1
20250817:1530,19.0
20250817:1600,18.9
20250817:1630,18.9
20250817:1700,18.9
20250817:1730,18.9
20250817:1800,18.9
20250817:1830,18.5
20250817:1900,18.2
20250817:1930,17.4
20250817:2000,16.6
20250817:2030,16.2
20250817:2100,15.9
20250817:2130,15.9
20250817:2200,16.0
20250817:2230,16.2
20250817:2300,16.5
20250817:2330,16.8
20250818:0000,17.0
20250818:0030,16.7
20250818:0100,16.4
20250818:0130,16.3
20250818:0200,16.2
20250818:0230,16.1
20250818:0300,15.9
20250818:0330,15.8
20250818:0400,15.6
20250818:0430,15.4
20250818:0500,15.2
20250818:0530,15.3
20250818:0600,15.4
20250818:0630,15.8
20250818:0700,16.2
20250818:0730,16.4
20250818:0800,16.6
20250818:0830,16.9
20250818:0900,17.1
20250818:0930,17.3
20250818:1000,17.5
20250818:1030,17.8
20250818:1100,18.0
20250818:1130,18.1
20250818:1200,18.2
20250818:1230,18.4
20250818:1300,18.5
20250818:1330,18.5
20250818:1400,18.5
20250818:1430,18.6
20250818:1500,18.8
20250818:1530,18.6
20250818:1600,18.5
20250818:1630,18.3
20250818:1700,18.1
20250818:1730,18.0
20250818:1800,17.8
20250818:1830,17.6
20250818:1900,17.4
20250818:1930,16.9
20250818:2000,16.4
20250818:2030,16.4
20250818:2100,16.4
20250818:2130,16.4
20250818:2200,16.5
20250818:2230,16.8
20250818:2300,17.1
20250818:2330,17.0
20250819:0000,16.8
20250819:0030,15.9
20250819:0100,14.9
20250819:0130,14.8
20250819:0200,14.6
20250819:0230,14.5
20250819:0300,14.4
20250819:0330,14.5
20250819:0400,14.6
20250819:0430,14.5
20250819:0500,14.4
20250819:0530,14.5
20250819:0600,14.6
20250819:0630,15.1
20250819:0700,15.6
20250819:0730,15.8
20250819:0800,15.9
20250819:0830,16.0
20250819:0900,16.1
20250819:0930,16.3
20250819:1000,16.5
20250819:1030,16.8
20250819:1100,17.0
20250819:1130,17.2
20250819:1200,17.5
20250819:1230,17.4
20250819:1300,17.2
20250819:1330,17.5
20250819:1400,17.8
20250819:1430,17.8
20250819:1500,17.8
20250819:1530,17.9
20250819:1600,17.9
20250819:1630,17.7
20250819:1700,17.5
20250819:1730,17.4
20250819:1800,17.2
20250819:1830,17.1
20250819:1900,17.1
20250819:1930,16.9
20250819:2000,16.7
20250819:2030,16.5
20250819:2100,16.4
20250819:2130,16.3
20250819:2200,16.2
20250819:2230,15.9
20250819:2300,15.6
20250819:2330,15.2
20250820:0000,14.9
20250820:0030,14.5
20250820:0100,14.1
20250820:0130,14.1
20250820:0200,14.1
20250820:0230,14.2
20250820:0300,14.3
20250820:0330,14.4
20250820:0400,14.4
20250820:0430,14.2
20250820:0500,14.0
20250820:0530,14.0
20250820:0600,14.0
20250820:0630,14.1
20250820:0700,14.1
20250820:0730,14.2
20250820:0800,14.4
20250820:0830,14.5
20250820:0900,14.6
20250820:0930,14.9
20250820:1000,15.2
20250820:1030,15.5
20250820:1100,15.8
20250820:1130,16.1
20250820:1200,16.4
20250820:1230,16.0
20250820:1300,15.7
20250820:1330,15.8
20250820:1400,15.9
20250820:1430,15.9
20250820:1500,16.0
20250820:1530,16.1
20250820:1600,16.2
20250820:1630,16.2
20250820:1700,16.2
20250820:1730,16.1
20250820:1800,16.0
20250820:1830,15.4
20250820:1900,14.8
20250820:1930,13.9
20250820:2000,12.9
20250820:2030,12.5
20250820:2100,12.1
20250820:2130,11.8
20250820:2200,11.6
20250820:2230,11.3
20250820:2300,11.1
20250820:2330,11.2
20250821:0000,11.3
20250821:0030,11.2
20250821:0100,11.1
20250821:0130,11.3
20250821:0200,11.6
20250821:0230,11.4
20250821:0300,11.2
20250821:0330,10.8
20250821:0400,10.5
20250821:0430,10.2
20250821:0500,9.9
20250821:0530,10.1
20250821:0600,10.2
20250821:0630,11.1
20250821:0700,12.1
20250821:0730,13.1
20250821:0800,14.1
20250821:0830,14.8
20250821:0900,15.4
20250821:0930,15.9
20250821:1000,16.5
20250821:1030,16.9
20250821:1100,17.2
20250821:1130,17.3
20250821:1200,17.4
20250821:1230,17.4
20250821:1300,17.5
20250821:1330,17.8
20250821:1400,18.1
20250821:1430,18.2
20250821:1500,18.4
20250821:1530,18.3
20250821:1600,18.2
20250821:1630,18.1
20250821:1700,18.0
20250821:1730,17.6
20250821:1800,17.2
20250821:1830,16.7
20250821:1900,16.2
20250821:1930,16.0
20250821:2000,15.8
20250821:2030,15.7
20250821:2100,15.6
20250821:2130,15.3
20250821:2200,15.0
20250821:2230,14.9
20250821:2300,14.8
20250821:2330,14.4
20250822:0000,14.0
20250822:0030,13.9
20250822:0100,13.9
20250822:0130,13.6
20250822:0200,13.2
20250822:0230,12.9
20250822:0300,12.6
20250822:0330,12.4
20250822:0400,12.3
20250822:0430,12.5
20250822:0500,12.7
20250822:0530,12.9
20250822:0600,13.2
20250822:0630,13.8
20250822:0700,14.3
20250822:0730,14.9
20250822:0800,15.6
20250822:0830,16.2
20250822:0900,16.9
20250822:0930,17.4
20250822:1000,17.9
20250822:1030,18.2
20250822:1100,18.5
20250822:1130,18.6
20250822:1200,18.6
20250822:1230,19.0
20250822:1300,19.4
20250822:1330,19.6
20250822:1400,19.9
20250822:1430,19.9
20250822:1500,19.9
20250822:1530,19.8
20250822:1600,19.6
20250822:1630,18.9
20250822:1700,18.2
20250822:1730,17.4
20250822:1800,16.7
20250822:1830,16.3
20250822:1900,15.9
20250822:1930,15.5
20250822:2000,15.1
20250822:2030,14.8
20250822:2100,14.4
20250822:2130,14.4
20250822:2200,14.3
20250822:2230,14.3
20250822:2300,14.3
20250822:2330,14.4
20250823:0000,14.6
20250823:0030,14.1
20250823:0100,13.6
20250823:0130,13.6
20250823:0200,13.7
20250823:0230,13.8
20250823:0300,14.0
20250823:0330,14.2
20250823:0400,14.3
20250823:0430,14.4
20250823:0500,14.4
20250823:0530,14.6
20250823:0600,14.8
20250823:0630,15.4
20250823:0700,15.9
20250823:0730,16.4
20250823:0800,17.0
20250823:0830,17.6
20250823:0900,18.2
20250823:0930,18.4
20250823:1000,18.5
20250823:1030,18.6
20250823:1100,18.6
20250823:1130,18.9
20250823:1200,19.1
20250823:1230,19.1
20250823:1300,19.1
20250823:1330,19.0
20250823:1400,18.9
20250823:1430,18.6
20250823:1500,18.4
20250823:1530,17.9
20250823:1600,17.5
20250823:1630,17.4
20250823:1700,17.3
20250823:1730,17.0
20250823:1800,16.6
20250823:1830,16.4
20250823:1900,16.2
20250823:1930,16.0
20250823:2000,15.8
20250823:2030,15.6
20250823:2100,15.4
20250823:2130,15.4
20250823:2200,15.4
